postcode,lsoa21cd,lsoa21nm,admin_district,codes_lsoa
B23 5TJ,E01009003,E05011135,Birmingham,E01009003
B28 0JL,E01009039,E05011141,Birmingham,E01009039
B12 0TP,E01009364,E05011126,Birmingham,E01009364
B29 7AP,E01009286,E05011128,Birmingham,E01009286
B26 1RD,E01009520,E05011166,Birmingham,E01009520
B32 3QA,E01008920,E05011123,Birmingham,E01008920
B28 0DP,E01009040,E05011141,Birmingham,E01009040
B15 1AQ,E01034948,E05011151,Birmingham,E01034948
B73 5LL,E01009456,E05011179,Birmingham,E01009456
B15 2UH,E01034936,E05011134,Birmingham,E01034936
B30 3NF,E01008974,E05011133,Birmingham,E01008974
B75 7JP,E01009446,E05011177,Birmingham,E01009446
B12 9DU,E01009366,E05011122,Birmingham,E01009366
B23 6RT,,,,
B33 8QE,E01009513,E05011186,Birmingham,E01009513
B26 2AH,E01009518,E05011185,Birmingham,E01009518
B26 2TP,E01009322,E05011137,Birmingham,E01009322
B15 3NL,E01008989,E05011134,Birmingham,E01008989
B74 2XZ,E01009425,E05011174,Birmingham,E01009425
B31 2BH,E01009218,E05011158,Birmingham,E01009218
B6 6QA,E01008899,E05011121,Birmingham,E01008899
B26 3JT,E01009320,E05011166,Birmingham,E01009320
B73 5UB,E01009474,E05011179,Birmingham,E01009474
B23 6TX,E01009007,E05011135,Birmingham,E01009007
B74 4XN,E01009433,E05011175,Birmingham,E01009433
B13 9TR,E01009188,E05011154,Birmingham,E01009188
B16 9SN,E01008988,E05011157,Birmingham,E01008988
B73 5PB,E01009471,E05011181,Birmingham,E01009471
B20 2RJ,E01009056,E05011125,Birmingham,E01009056
B11 1UW,E01009371,E05011170,Birmingham,E01009371
B1 1LE,E01033616,E05011151,Birmingham,E01033616
B19 2HF,E01008909,E05011156,Birmingham,E01008909
B33 9SQ,E01009299,E05011138,Birmingham,E01009299
B44 0QU,E01009137,E05011150,Birmingham,E01009137
B44 8ND,E01009227,E05011159,Birmingham,E01009227
B20 1BT,E01009278,E05011143,Birmingham,E01009278
B31 5AW,E01009207,E05011119,Birmingham,E01009207
B20 3UG,E01009049,E05011125,Birmingham,E01009049
B75 6LN,E01009429,E05011177,Birmingham,E01009429
B35 7HH,E01009099,E05011132,Birmingham,E01009099
B29 6UJ,E01009280,E05011129,Birmingham,E01009280
B73 6EU,E01009449,E05011178,Birmingham,E01009449
B15 3NX,E01008990,E05011134,Birmingham,E01008990
B76 1LJ,E01009439,E05011180,Birmingham,E01009439
B72 1FU,E01009463,E05011181,Birmingham,E01009463
B10 9HL,E01009326,E05011167,Birmingham,E01009326
B31 3JZ,E01009216,E05011152,Birmingham,E01009216
B74 2XX,E01009427,E05011174,Birmingham,E01009427
B76 1PQ,E01009438,E05011180,Birmingham,E01009438
B31 1HG,E01009495,E05011123,Birmingham,E01009495
B74 2DF,E01009464,E05011179,Birmingham,E01009464
B75 7BE,E01009432,E05011176,Birmingham,E01009432
B31 4LD,E01009213,E05011152,Birmingham,E01009213
B15 1JP,E01008994,E05011134,Birmingham,E01008994
B72 1NZ,E01009451,E05011178,Birmingham,E01009451
B26 2NB,E01009312,E05011166,Birmingham,E01009312
B1 3DU,E01034950,E05011168,Birmingham,E01034950
B38 8LB,E01009112,E05011148,Birmingham,E01009112
B13 8AR,E01009182,E05011154,Birmingham,E01009182
B75 6AJ,E01009444,E05011178,Birmingham,E01009444
B16 8SY,E01009143,E05011151,Birmingham,E01009143
B76 1TX,E01009437,E05011180,Birmingham,E01009437
B76 1SF,E01009436,E05011180,Birmingham,E01009436
B10 0PL,E01009379,E05011127,Birmingham,E01009379
B74 2DQ,E01009464,E05011179,Birmingham,E01009464
B42 1LU,E01009238,E05011160,Birmingham,E01009238
B28 0XZ,E01009034,E05011141,Birmingham,E01009034
B16 9QY,E01008986,E05011157,Birmingham,E01008986
B28 0RN,E01009040,E05011141,Birmingham,E01009040
B18 4DS,E01009346,E05011157,Birmingham,E01009346
B73 6QE,E01009469,E05011179,Birmingham,E01009469
B13 8BP,E01009384,E05011154,Birmingham,E01009384
B29 7PE,E01009288,E05011128,Birmingham,E01009288
B20 1NP,E01032591,E05011143,Birmingham,E01032591
B8 2QS,E01009480,E05011183,Birmingham,E01009480
B17 8SH,E01009260,E05011163,Birmingham,E01009260
B26 3JY,E01009320,E05011166,Birmingham,E01009320
B29 4LY,E01009506,E05011184,Birmingham,E01009506
B32 2SD,E01009255,E05011163,Birmingham,E01009255
B23 7HJ,E01009125,E05011173,Birmingham,E01009125
B23 5HY,E01034913,E05011161,Birmingham,E01034913
B28 0UF,E01009039,E05011141,Birmingham,E01009039
B74 4EE,E01009433,E05011175,Birmingham,E01009433
B15 2NR,E01034936,E05011134,Birmingham,E01034936
B15 3LP,E01008991,E05011134,Birmingham,E01008991
B17 8SU,E01009260,E05011163,Birmingham,E01009260
B45 8QH,E01009169,E05011164,Birmingham,E01009169
B23 6HS,E01009408,E05011173,Birmingham,E01009408
B24 0ET,E01009009,E05011135,Birmingham,E01009009
B18 6HN,E01033559,E05011168,Birmingham,E01033559
B33 8EX,E01009511,E05011137,Birmingham,E01009511
B27 6DD,E01008894,E05011118,Birmingham,E01008894
B32 4NB,E01008928,E05011123,Birmingham,E01008928
B14 6LH,E01008974,E05011130,Birmingham,E01008974
B24 9AX,E01009013,E05011135,Birmingham,E01009013
B19 1PT,E01008907,E05011153,Birmingham,E01008907
B20 2DL,E01009049,E05011143,Birmingham,E01009049
B18 5JS,E01009358,E05011168,Birmingham,E01009358
B31 2GW,E01009496,E05011119,Birmingham,E01009496
B12 9AZ,E01009367,E05011122,Birmingham,E01009367
B32 1DE,E01009253,E05011163,Birmingham,E01009253
B29 7HP,E01009283,E05011128,Birmingham,E01009283
B12 8RE,E01009377,E05011170,Birmingham,E01009377
B14 7PU,E01008981,E05011130,Birmingham,E01008981
B21 0RA,E01034921,E05011168,Birmingham,E01034921
B33 0AN,E01009300,E05011138,Birmingham,E01009300
B23 5QH,E01009001,E05011135,Birmingham,E01009001
B12 0TY,E01009364,E05011126,Birmingham,E01009364
B7 5SW,E01009202,E05011155,Birmingham,E01009202
B21 0TT,E01009359,E05011168,Birmingham,E01009359
B32 3XB,E01008919,E05011123,Birmingham,E01008919
B29 7BS,E01034941,E05011128,Birmingham,E01034941
B76 9RF,E01009441,E05011180,Birmingham,E01009441
B31 1HL,E01009496,E05011119,Birmingham,E01009496
B15 2RG,E01008997,E05011134,Birmingham,E01008997
B32 2AP,E01009254,E05011163,Birmingham,E01009254
B27 7XE,E01009029,E05011118,Birmingham,E01009029
B18 4QB,E01009360,E05011168,Birmingham,E01009360
B23 5FN,E01034913,E05011161,Birmingham,E01034913
B72 1JB,E01009457,E05011181,Birmingham,E01009457
B32 1AJ,E01009250,E05011163,Birmingham,E01009250
B75 5RP,E01009416,E05011177,Birmingham,E01009416
B15 3ER,E01008990,E05011134,Birmingham,E01008990
B36 8PZ,E01009081,E05011131,Birmingham,E01009081
B15 1AY,E01034948,E05011151,Birmingham,E01034948
B28 0HD,E01009034,E05011140,Birmingham,E01009034
B18 4RH,E01009361,E05011168,Birmingham,E01009361
B30 1XA,E01009281,E05011129,Birmingham,E01009281
B74 2AW,E01009464,E05011179,Birmingham,E01009464
B76 1JX,E01009436,E05011180,Birmingham,E01009436
B10 0JX,E01009380,E05011127,Birmingham,E01009380
B4 6LE,E01034930,E05011156,Birmingham,E01034930
B13 9DY,E01009385,E05011154,Birmingham,E01009385
B28 8NA,E01009043,E05011140,Birmingham,E01009043
B73 6HT,E01009449,E05011178,Birmingham,E01009449
B12 0JD,E01034946,E05011126,Birmingham,E01034946
B21 9HU,E01009353,E05011142,Birmingham,E01009353
B14 7SW,E01009188,E05011130,Birmingham,E01009188
B29 5LD,E01009501,E05011184,Birmingham,E01009501
B29 6FS,E01009280,E05011129,Birmingham,E01009280
B23 7BZ,E01009126,E05011173,Birmingham,E01009126
B29 4LQ,E01009506,E05011184,Birmingham,E01009506
B4 6HB,E01033617,E05011156,Birmingham,E01033617
B19 3AS,E01033638,E05011156,Birmingham,E01033638
B33 8RP,E01009510,E05011185,Birmingham,E01009510
B12 8DQ,E01009399,E05011154,Birmingham,E01009399
B35 7HA,E01009101,E05011132,Birmingham,E01009101
B31 2UH,E01009158,E05011158,Birmingham,E01009158
B29 7LG,E01009283,E05011128,Birmingham,E01009283
B38 8LD,E01009112,E05011148,Birmingham,E01009112
B6 5JJ,E01008901,E05011155,Birmingham,E01008901
B8 1QQ,E01009479,E05011120,Birmingham,E01009479
B25 8AF,E01008883,E05011169,Birmingham,E01008883
B44 8NY,E01009225,E05011159,Birmingham,E01009225
B31 3BU,E01009117,E05011148,Birmingham,E01009117
B44 9HW,E01009222,E05011159,Birmingham,E01009222
B32 4HY,E01008928,E05011123,Birmingham,E01008928
B18 7AF,E01009141,E05011151,Birmingham,E01009141
B29 4BT,E01009504,E05011184,Birmingham,E01009504
B72 1BE,E01009463,E05011181,Birmingham,E01009463
B17 9DX,E01009067,E05011144,Birmingham,E01009067
B75 7SY,E01009424,E05011178,Birmingham,E01009424
B76 9BU,E01009441,E05011180,Birmingham,E01009441
B73 5EW,E01009474,E05011179,Birmingham,E01009474
B75 7JE,E01009424,E05011178,Birmingham,E01009424
B14 7JJ,E01009175,E05011130,Birmingham,E01009175
B12 0PP,E01009362,E05011126,Birmingham,E01009362
B5 7UT,E01008997,E05011134,Birmingham,E01008997
B6 7SP,E01009202,E05011155,Birmingham,E01009202
B11 1DW,E01033650,E05011170,Birmingham,E01033650
B76 1YL,E01009438,E05011180,Birmingham,E01009438
B25 8NR,E01008884,E05011182,Birmingham,E01008884
B45 9LY,E01009164,E05011164,Birmingham,E01009164
B15 2NN,E01008994,E05011134,Birmingham,E01008994
B15 3RP,E01008990,E05011134,Birmingham,E01008990
B32 2NN,E01009074,E05011144,Birmingham,E01009074
B29 4LH,E01009506,E05011184,Birmingham,E01009506
B44 8TA,E01009225,E05011159,Birmingham,E01009225
B28 8HA,E01009046,E05011140,Birmingham,E01009046
B26 2NH,E01009324,E05011166,Birmingham,E01009324
B30 3DL,E01008957,E05011129,Birmingham,E01008957
B30 3NX,E01008974,E05011133,Birmingham,E01008974
B75 5HN,E01009415,E05011175,Birmingham,E01009415
B13 0SU,E01008936,E05011124,Birmingham,E01008936
B31 2RE,E01009209,E05011158,Birmingham,E01009209
B73 6NU,E01009470,E05011179,Birmingham,E01009470
B15 3TB,E01034936,E05011134,Birmingham,E01034936
B12 9LY,E01034938,E05011122,Birmingham,E01034938
B34 6JD,E01009088,E05011131,Birmingham,E01009088
B13 9XE,E01009046,E05011154,Birmingham,E01009046
B75 5PW,E01009416,E05011177,Birmingham,E01009416
B20 1BU,E01009278,E05011143,Birmingham,E01009278
B44 8NJ,E01009227,E05011159,Birmingham,E01009227
B31 3NT,E01009112,E05011152,Birmingham,E01009112
B23 6QH,E01034916,E05011135,Birmingham,E01034916
B31 2RB,E01009207,E05011158,Birmingham,E01009207
B21 9LE,E01009270,E05011142,Birmingham,E01009270
B76 2TA,E01009434,E05011180,Birmingham,E01009434
B26 3BL,E01009316,E05011166,Birmingham,E01009316
B43 6DX,E01009243,E05011160,Birmingham,E01009243
B15 3TH,E01008990,E05011134,Birmingham,E01008990
B33 9EL,E01009094,E05011138,Birmingham,E01009094
B36 8BJ,E01009087,E05011131,Birmingham,E01009087
B17 9DZ,E01009067,E05011144,Birmingham,E01009067
B31 4TX,E01009170,E05011152,Birmingham,E01009170
B74 2XT,E01009427,E05011174,Birmingham,E01009427
B13 9FL,E01009176,E05011154,Birmingham,E01009176
B75 7NL,E01009445,E05011176,Birmingham,E01009445
B13 9QH,E01009176,E05011154,Birmingham,E01009176
B31 5AL,E01034942,E05011136,Birmingham,E01034942
B28 9PZ,E01009035,E05011140,Birmingham,E01009035
B10 0UA,E01009335,E05011167,Birmingham,E01009335
B17 8QQ,E01009066,E05011144,Birmingham,E01009066
B3 1DG,E01033622,E05011168,Birmingham,E01033622
B32 4ES,E01008923,E05011123,Birmingham,E01008923
B24 9AD,E01009013,E05011135,Birmingham,E01009013
B76 2TT,E01009450,E05011180,Birmingham,E01009450
B27 6SF,E01008893,E05011169,Birmingham,E01008893
B75 5QS,E01009416,E05011177,Birmingham,E01009416
B31 2NB,E01009205,E05011158,Birmingham,E01009205
B17 0DN,E01009068,E05011144,Birmingham,E01009068
B8 2JF,E01009481,E05011183,Birmingham,E01009481
B24 8BQ,E01008999,E05011139,Birmingham,E01008999
B74 4TL,E01009421,E05011174,Birmingham,E01009421
B14 5DT,E01008948,E05011146,Birmingham,E01008948
B75 7DH,E01009445,E05011176,Birmingham,E01009445
B36 8AE,E01009090,E05011131,Birmingham,E01009090
B30 3AJ,E01008974,E05011133,Birmingham,E01008974
B31 2DP,E01009218,E05011129,Birmingham,E01009218
B23 7BH,E01009408,E05011173,Birmingham,E01009408
B23 7RH,E01009413,E05011173,Birmingham,E01009413
B30 1SL,E01008954,E05011129,Birmingham,E01008954
B14 4AL,E01008969,E05011124,Birmingham,E01008969
B32 2EG,E01009070,E05011144,Birmingham,E01009070
B10 9QR,E01009344,E05011127,Birmingham,E01009344
B45 9PJ,E01009167,E05011164,Birmingham,E01009167
B76 1RJ,E01009437,E05011180,Birmingham,E01009437
B45 9RQ,E01009159,E05011164,Birmingham,E01009159
B74 4AL,E01009425,E05011174,Birmingham,E01009425
B33 8QB,E01009513,E05011186,Birmingham,E01009513
B20 1LY,E01032591,E05011143,Birmingham,E01032591
B75 7QB,E01009445,E05011176,Birmingham,E01009445
B35 6BH,E01009096,E05011132,Birmingham,E01009096
B74 4YQ,E01009433,E05011175,Birmingham,E01009433
B31 2QJ,E01009206,E05011158,Birmingham,E01009206
B6 6QR,E01009053,E05011121,Birmingham,E01009053
B16 9AG,E01008987,E05011157,Birmingham,E01008987
B15 2EP,E01008997,E05011134,Birmingham,E01008997
B73 6SA,E01009465,E05011179,Birmingham,E01009465
B38 8BA,E01009119,E05011148,Birmingham,E01009119
B76 1QR,E01009440,E05011180,Birmingham,E01009440
B76 1EL,E01009439,E05011180,Birmingham,E01009439
B75 6BG,E01009432,E05011178,Birmingham,E01009432
B31 2BA,E01009218,E05011158,Birmingham,E01009218
B35 6HL,E01009096,E05011132,Birmingham,E01009096
B75 6AH,E01009444,E05011178,Birmingham,E01009444
B27 6DY,E01008894,E05011118,Birmingham,E01008894
B72 1TW,E01009424,E05011178,Birmingham,E01009424
B32 4AA,E01008923,E05011123,Birmingham,E01008923
B14 5SF,E01008978,E05011133,Birmingham,E01008978
B32 1SR,E01009259,E05011163,Birmingham,E01009259
B24 8JB,E01008999,E05011139,Birmingham,E01008999
B32 1NA,E01009257,E05011163,Birmingham,E01009257
B45 0LT,E01009155,E05011136,Birmingham,E01009155
B33 9TT,E01009300,E05011138,Birmingham,E01009300
B6 6LS,E01009061,E05011121,Birmingham,E01009061
B16 8TF,E01009140,E05011151,Birmingham,E01009140
B31 3BG,E01009117,E05011148,Birmingham,E01009117
B38 9BE,E01009119,E05011149,Birmingham,E01009119
B42 2QE,E01009244,E05011159,Birmingham,E01009244
B28 8EY,E01009046,E05011140,Birmingham,E01009046
B20 2JH,E01009264,E05011143,Birmingham,E01009264
B21 8PJ,E01009268,E05011143,Birmingham,E01009268
B75 6BE,E01009432,E05011178,Birmingham,E01009432
B26 1HT,E01008891,E05011169,Birmingham,E01008891
B74 2ER,E01009464,E05011179,Birmingham,E01009464
B75 5RR,E01009416,E05011177,Birmingham,E01009416
B9 4QA,E01009199,E05011126,Birmingham,E01009199
B38 0BN,E01009120,E05011149,Birmingham,E01009120
B74 4XW,E01009433,E05011175,Birmingham,E01009433
B14 5UL,E01008980,E05011133,Birmingham,E01008980
B32 4LB,E01008925,E05011123,Birmingham,E01008925
B75 7UU,E01009451,E05011176,Birmingham,E01009451
B20 3UZ,E01034918,E05011125,Birmingham,E01034918
B5 7ET,E01033640,E05011126,Birmingham,E01033640
B30 3ND,E01008974,E05011133,Birmingham,E01008974
B75 5NB,E01009420,E05011177,Birmingham,E01009420
B31 5BU,E01009207,E05011158,Birmingham,E01009207
B72 1DR,E01009463,E05011181,Birmingham,E01009463
B76 1NX,E01009454,E05011176,Birmingham,E01009454
B15 2QT,E01034937,E05011134,Birmingham,E01034937
B28 0NT,E01009036,E05011141,Birmingham,E01009036
B14 4QQ,E01008946,E05011146,Birmingham,E01008946
B33 8NY,E01009515,E05011185,Birmingham,E01009515
B29 6QN,E01009292,E05011184,Birmingham,E01009292
B75 5TE,E01009416,E05011177,Birmingham,E01009416
B76 1YW,E01009440,E05011180,Birmingham,E01009440
B29 6WY,E01009280,E05011129,Birmingham,E01009280
B29 7LP,E01009288,E05011128,Birmingham,E01009288
B33 0QQ,E01009321,E05011166,Birmingham,E01009321
B26 2JL,E01009324,E05011166,Birmingham,E01009324
B18 7HT,E01009348,E05011168,Birmingham,E01009348
B75 5QY,E01009416,E05011175,Birmingham,E01009416
B28 0BP,E01009037,E05011141,Birmingham,E01009037
B30 1QN,E01008950,E05011129,Birmingham,E01008950
B26 2JB,E01009519,E05011185,Birmingham,E01009519
B28 9RJ,E01009033,E05011140,Birmingham,E01009033
B20 1DA,E01009279,E05011143,Birmingham,E01009279
B27 6QE,E01008889,E05011118,Birmingham,E01008889
B18 7LQ,E01009347,E05011168,Birmingham,E01009347
B17 8QP,E01009066,E05011144,Birmingham,E01009066
B72 1BW,E01009463,E05011181,Birmingham,E01009463
B30 1BX,E01008959,E05011129,Birmingham,E01008959
B10 0PJ,E01009379,E05011127,Birmingham,E01009379
B6 6HP,E01034919,E05011121,Birmingham,E01034919
B20 3RU,E01009057,E05011125,Birmingham,E01009057
B31 4HU,E01009213,E05011152,Birmingham,E01009213
B9 4JU,E01009200,E05011126,Birmingham,E01009200
B75 5QL,E01009415,E05011175,Birmingham,E01009415
B24 8JA,E01008999,E05011139,Birmingham,E01008999
B9 5XH,E01009343,E05011145,Birmingham,E01009343
B32 3JJ,E01033629,E05011123,Birmingham,E01033629
B28 9NW,E01009033,E05011140,Birmingham,E01009033
B32 1BL,E01009250,E05011163,Birmingham,E01009250
B13 8RP,E01009186,E05011154,Birmingham,E01009186
B28 0RY,E01009037,E05011141,Birmingham,E01009037
B8 3AR,E01009195,E05011120,Birmingham,E01009195
B26 3BS,E01009315,E05011166,Birmingham,E01009315
B44 0NH,E01009131,E05011150,Birmingham,E01009131
B10 9QY,E01009332,E05011127,Birmingham,E01009332
B12 8DG,E01009399,E05011170,Birmingham,E01009399
B76 1XW,E01009443,E05011180,Birmingham,E01009443
B76 9BA,E01009441,E05011180,Birmingham,E01009441
B29 4DB,E01009504,E05011184,Birmingham,E01009504
B16 9EA,E01008987,E05011151,Birmingham,E01008987
B17 8RS,E01009261,E05011163,Birmingham,E01009261
B27 7NU,E01009022,E05011118,Birmingham,E01009022
B73 6RP,E01009469,E05011179,Birmingham,E01009469
B73 6HF,E01009468,E05011178,Birmingham,E01009468
B27 6SN,E01008895,E05011169,Birmingham,E01008895
B26 1HH,E01008885,E05011169,Birmingham,E01008885
B74 2UG,E01009425,E05011175,Birmingham,E01009425
B8 1SB,E01009483,E05011120,Birmingham,E01009483
B12 8BL,E01009383,E05011154,Birmingham,E01009383
B36 8NS,E01009080,E05011131,Birmingham,E01009080
B33 0XR,E01009302,E05011138,Birmingham,E01009302
B26 3DG,E01009315,E05011166,Birmingham,E01009315
B72 1HG,E01009457,E05011181,Birmingham,E01009457
B12 9BX,E01009367,E05011122,Birmingham,E01009367
B75 5EZ,E01009423,E05011175,Birmingham,E01009423
B16 9DW,E01008987,E05011151,Birmingham,E01008987
B31 5ER,E01009158,E05011136,Birmingham,E01009158
B6 6HU,E01034924,E05011121,Birmingham,E01034924
B31 4PD,E01009168,E05011152,Birmingham,E01009168
B3 1FF,E01033622,E05011168,Birmingham,E01033622
B28 0RE,E01009042,E05011141,Birmingham,E01009042
B2 5AR,E01033620,E05011151,Birmingham,E01033620
B13 9EL,E01009187,E05011154,Birmingham,E01009187
B35 7LF,E01009097,E05011132,Birmingham,E01009097
B14 6TX,E01008966,E05011130,Birmingham,E01008966
B31 5ET,E01009158,E05011136,Birmingham,E01009158
B20 1DL,E01009267,E05011143,Birmingham,E01009267
B26 3HU,E01009315,E05011166,Birmingham,E01009315
B13 8RN,E01009186,E05011154,Birmingham,E01009186
B75 6EH,E01009444,E05011177,Birmingham,E01009444
B13 9PN,E01009185,E05011154,Birmingham,E01009185
B31 5LF,E01009158,E05011136,Birmingham,E01009158
B12 9LH,E01009366,E05011122,Birmingham,E01009366
B73 6TJ,E01009464,E05011179,Birmingham,E01009464
B19 1NY,E01008905,E05011153,Birmingham,E01008905
B16 9DB,E01008987,E05011157,Birmingham,E01008987
B5 7DS,E01008995,E05011122,Birmingham,E01008995
B17 8RG,E01009252,E05011163,Birmingham,E01009252
B42 2GD,E01009239,E05011160,Birmingham,E01009239
B18 7BG,E01009153,E05011157,Birmingham,E01009153
B35 7QR,E01009101,E05011132,Birmingham,E01009101
B31 3BD,E01009117,E05011148,Birmingham,E01009117
B31 5BZ,E01009208,E05011158,Birmingham,E01009208
B11 1SD,E01009367,E05011170,Birmingham,E01009367
B42 1PD,E01009241,E05011160,Birmingham,E01009241
B23 5XZ,E01009135,E05011161,Birmingham,E01009135
B11 3FN,E01009014,E05011140,Birmingham,E01009014
B13 0NS,E01008939,E05011124,Birmingham,E01008939
B19 1HF,E01009048,E05011153,Birmingham,E01009048
B31 4DG,E01009215,E05011152,Birmingham,E01009215
B44 9NT,E01009220,E05011159,Birmingham,E01009220
B14 7JD,E01009179,E05011130,Birmingham,E01009179
B31 5SR,E01008930,E05011123,Birmingham,E01008930
B31 5SD,E01008930,E05011123,Birmingham,E01008930
B72 1DE,E01009463,E05011181,Birmingham,E01009463
B29 5HF,E01009503,E05011184,Birmingham,E01009503
B17 0JA,E01033562,E05011134,Birmingham,E01033562
B74 4LX,E01009419,E05011175,Birmingham,E01009419
B20 1NH,E01032591,E05011143,Birmingham,E01032591
B44 0JU,E01009128,E05011150,Birmingham,E01009128
B5 7TW,E01008982,E05011134,Birmingham,E01008982
B12 8AU,E01009399,E05011154,Birmingham,E01009399
B26 2RA,E01009324,E05011166,Birmingham,E01009324
B1 1RN,E01033557,E05011151,Birmingham,E01033557
B33 0BX,E01009301,E05011138,Birmingham,E01009301
B15 2QJ,E01034937,E05011134,Birmingham,E01034937
B8 1NJ,E01009192,E05011120,Birmingham,E01009192
B74 2PX,E01009430,E05011178,Birmingham,E01009430
B11 2PY,E01009339,E05011170,Birmingham,E01009339
B76 2AA,E01009443,E05011180,Birmingham,E01009443
B75 6PH,E01009429,E05011175,Birmingham,E01009429
B13 0AD,E01008932,E05011124,Birmingham,E01008932
B19 2AA,E01008906,E05011153,Birmingham,E01008906
B31 1PW,E01009498,E05011119,Birmingham,E01009498
B17 8SB,E01009252,E05011163,Birmingham,E01009252
B11 1QE,E01009372,E05011170,Birmingham,E01009372
B34 7NP,E01009308,E05011165,Birmingham,E01009308
B17 0DR,E01009068,E05011144,Birmingham,E01009068
B31 3TX,E01009210,E05011152,Birmingham,E01009210
B32 2ED,E01009254,E05011163,Birmingham,E01009254
B76 1TE,E01009435,E05011180,Birmingham,E01009435
B29 5BN,E01009504,E05011184,Birmingham,E01009504
B24 0DQ,E01009008,E05011135,Birmingham,E01009008
B33 0AT,E01009300,E05011138,Birmingham,E01009300
B44 8RA,E01009227,E05011159,Birmingham,E01009227
B38 8HP,E01009112,E05011148,Birmingham,E01009112
B6 7TU,,,,
B17 8LS,E01009145,E05011157,Birmingham,E01009145
B74 4AS,E01009422,E05011174,Birmingham,E01009422
B5 7DZ,,,,
B21 9EN,E01009353,E05011142,Birmingham,E01009353
B31 1JF,E01008930,E05011123,Birmingham,E01008930
B35 6PH,E01009106,E05011132,Birmingham,E01009106
B13 9RA,E01009189,E05011154,Birmingham,E01009189
B73 6DG,E01009430,E05011178,Birmingham,E01009430
B38 8JB,E01009112,E05011152,Birmingham,E01009112
B14 5JQ,E01008948,E05011146,Birmingham,E01008948
B18 7RP,E01009348,E05011168,Birmingham,E01009348
B18 6LT,E01033559,E05011168,Birmingham,E01033559
B31 2SA,E01009208,E05011158,Birmingham,E01009208
B73 5UH,E01009458,E05011179,Birmingham,E01009458
B75 6HU,E01009446,E05011177,Birmingham,E01009446
B33 9EE,E01009298,E05011138,Birmingham,E01009298
B21 8NG,E01009274,E05011143,Birmingham,E01009274
B73 6JQ,E01009468,E05011179,Birmingham,E01009468
B14 5QH,E01008979,E05011133,Birmingham,E01008979
B5 5AE,E01033617,E05011155,Birmingham,E01033617
B74 4GA,E01009417,E05011174,Birmingham,E01009417
B21 0RN,E01034922,E05011168,Birmingham,E01034922
B28 8ST,E01009014,E05011140,Birmingham,E01009014
B13 0EA,E01008934,E05011124,Birmingham,E01008934
B17 9UB,E01009070,E05011144,Birmingham,E01009070
B35 7FP,E01009103,E05011132,Birmingham,E01009103
B38 9FN,E01009120,E05011149,Birmingham,E01009120
B32 3EA,E01009500,E05011184,Birmingham,E01009500
B24 0NS,E01009098,E05011162,Birmingham,E01009098
B74 4EB,E01009433,E05011175,Birmingham,E01009433
B38 0AQ,E01009120,E05011149,Birmingham,E01009120
B28 0QQ,E01009041,E05011141,Birmingham,E01009041
B73 6JN,E01009470,E05011179,Birmingham,E01009470
B76 1HX,E01009440,E05011180,Birmingham,E01009440
B14 6HT,E01008970,E05011130,Birmingham,E01008970
B11 1HW,E01033650,E05011170,Birmingham,E01033650
B29 5NG,E01009505,E05011184,Birmingham,E01009505
B44 8UG,E01009228,E05011159,Birmingham,E01009228
B13 9SJ,E01009185,E05011154,Birmingham,E01009185
B38 9BN,E01009107,E05011149,Birmingham,E01009107
B38 8PE,E01009111,E05011148,Birmingham,E01009111
B28 9HH,E01009035,E05011140,Birmingham,E01009035
B17 0JR,E01033562,E05011144,Birmingham,E01033562
B26 3EP,E01009320,E05011166,Birmingham,E01009320
B15 3TX,E01008990,E05011134,Birmingham,E01008990
B30 1UE,E01008951,E05011129,Birmingham,E01008951
B14 5RB,E01008978,E05011133,Birmingham,E01008978
B14 4EB,E01008941,E05011124,Birmingham,E01008941
B31 2JJ,E01009210,E05011158,Birmingham,E01009210
B73 6HQ,E01009468,E05011178,Birmingham,E01009468
B42 2HW,E01009238,E05011160,Birmingham,E01009238
B14 7EL,,,,
B14 4PD,E01008946,E05011146,Birmingham,E01008946
B3 1HA,E01033623,E05011168,Birmingham,E01033623
B6 5DN,,,,
B45 0DU,E01009174,E05011136,Birmingham,E01009174
B31 1AY,E01008929,E05011123,Birmingham,E01008929
B6 7PA,,,,
B12 0XJ,E01009364,E05011126,Birmingham,E01009364
B21 9RS,E01009264,E05011142,Birmingham,E01009264
B35 6HJ,E01009096,E05011132,Birmingham,E01009096
B31 2JZ,E01009219,E05011158,Birmingham,E01009219
B24 9JQ,E01034916,E05011135,Birmingham,E01034916
B44 8SF,E01009230,E05011159,Birmingham,E01009230
B74 4PG,E01009421,E05011174,Birmingham,E01009421
B12 8UH,E01009367,E05011170,Birmingham,E01009367
B28 8JX,E01009045,E05011140,Birmingham,E01009045
B74 2XP,E01009427,E05011174,Birmingham,E01009427
B76 1DW,E01009439,E05011180,Birmingham,E01009439
B75 7AU,E01009424,E05011178,Birmingham,E01009424
B15 3JN,E01008992,E05011134,Birmingham,E01008992
B24 0NX,E01009105,E05011162,Birmingham,E01009105
B32 4EN,E01008923,E05011123,Birmingham,E01008923
B14 7HR,E01009179,E05011130,Birmingham,E01009179
B19 3JP,E01033559,E05011156,Birmingham,E01033559
B8 1QU,E01009483,E05011120,Birmingham,E01009483
B31 5NJ,E01009158,E05011136,Birmingham,E01009158
B6 6AJ,E01009054,E05011121,Birmingham,E01009054
