postcode,lsoa21cd,lsoa21nm,admin_district,codes_lsoa
B24 0JB,E01009011,E05011162,Birmingham,E01009011
B8 3RE,E01009492,E05011138,Birmingham,E01009492
B18 6HP,E01034951,E05011168,Birmingham,E01034951
B21 0EB,E01009349,E05011147,Birmingham,E01009349
B14 4AA,E01008969,E05011124,Birmingham,E01008969
B75 7TF,E01009432,E05011178,Birmingham,E01009432
B6 6HH,E01034919,E05011121,Birmingham,E01034919
B28 8PA,E01009023,E05011118,Birmingham,E01009023
B3 1TY,E01033623,E05011168,Birmingham,E01033623
B31 1BU,E01008929,E05011123,Birmingham,E01008929
B29 6AW,E01034940,E05011128,Birmingham,E01034940
B36 8SY,E01009082,E05011131,Birmingham,E01009082
B30 2TL,E01008963,E05011172,Birmingham,E01008963
B44 0EN,E01009122,E05011150,Birmingham,E01009122
B15 3XH,E01008989,E05011134,Birmingham,E01008989
B76 1LF,E01009439,E05011180,Birmingham,E01009439
B27 7SH,E01009016,E05011182,Birmingham,E01009016
B23 6BU,E01009413,E05011173,Birmingham,E01009413
B13 0PL,E01008969,E05011124,Birmingham,E01008969
B76 2XE,E01009455,E05011180,Birmingham,E01009455
B15 3NE,E01008991,E05011134,Birmingham,E01008991
B9 4PH,E01009199,E05011126,Birmingham,E01009199
B20 1BQ,E01009264,E05011143,Birmingham,E01009264
B33 0US,E01009512,E05011137,Birmingham,E01009512
B34 6ES,E01009091,E05011138,Birmingham,E01009091
B5 7XR,E01008995,E05011122,Birmingham,E01008995
B13 0EJ,E01008934,E05011124,Birmingham,E01008934
B8 2EG,E01009481,E05011183,Birmingham,E01009481
B11 3SQ,E01033643,E05011171,Birmingham,E01033643
B75 5EU,E01009423,E05011175,Birmingham,E01009423
B24 9LA,E01009008,E05011135,Birmingham,E01009008
B20 1LH,E01032591,E05011143,Birmingham,E01032591
B32 3LN,E01033629,E05011123,Birmingham,E01033629
B18 7HJ,E01009348,E05011168,Birmingham,E01009348
B31 3UP,E01009210,E05011148,Birmingham,E01009210
B31 2BL,E01009218,E05011158,Birmingham,E01009218
B14 6RU,E01008972,E05011130,Birmingham,E01008972
B76 1GB,E01009438,E05011180,Birmingham,E01009438
B19 2QE,E01008913,E05011156,Birmingham,E01008913
B18 6FQ,E01033559,E05011168,Birmingham,E01033559
B28 8FH,E01009014,E05011182,Birmingham,E01009014
B34 6ED,E01009089,E05011131,Birmingham,E01009089
B29 4HS,E01009494,E05011184,Birmingham,E01009494
B16 8WF,E01034948,E05011151,Birmingham,E01034948
B45 8RF,E01009169,E05011164,Birmingham,E01009169
B28 0RW,E01009040,E05011141,Birmingham,E01009040
B32 2SB,E01009255,E05011163,Birmingham,E01009255
B8 3TF,E01034932,E05011120,Birmingham,E01034932
B28 0UL,E01009041,E05011141,Birmingham,E01009041
B45 9RE,E01009167,E05011164,Birmingham,E01009167
B33 0HB,E01009300,E05011138,Birmingham,E01009300
B23 7NB,E01033646,E05011139,Birmingham,E01033646
B7 5LE,E01009202,E05011155,Birmingham,E01009202
B45 8QW,E01009164,E05011164,Birmingham,E01009164
B75 7NB,E01009445,E05011176,Birmingham,E01009445
B35 6LN,E01009106,E05011132,Birmingham,E01009106
B14 7JT,E01009178,E05011130,Birmingham,E01009178
B9 5JS,E01009341,E05011145,Birmingham,E01009341
B28 8RN,E01009022,E05011118,Birmingham,E01009022
B44 9JX,E01009233,E05011159,Birmingham,E01009233
B32 4LF,E01008925,E05011123,Birmingham,E01008925
B73 6TQ,E01009465,E05011179,Birmingham,E01009465
B20 3LE,E01009059,E05011125,Birmingham,E01009059
B32 3LU,E01033629,E05011123,Birmingham,E01033629
B29 7DP,E01034940,E05011128,Birmingham,E01034940
B45 9RY,E01009160,E05011164,Birmingham,E01009160
B1 1GA,E01033616,E05011151,Birmingham,E01033616
B33 0DX,E01009299,E05011138,Birmingham,E01009299
B31 1UJ,E01009498,E05011119,Birmingham,E01009498
B10 0HB,E01009337,E05011167,Birmingham,E01009337
B42 2SG,E01009244,E05011159,Birmingham,E01009244
B16 9RR,E01008988,E05011134,Birmingham,E01008988
B13 8PQ,E01009186,E05011154,Birmingham,E01009186
B75 6TB,E01009431,E05011175,Birmingham,E01009431
B16 0HQ,E01009152,E05011157,Birmingham,E01009152
B14 7JG,E01009175,E05011130,Birmingham,E01009175
B12 0AA,E01034947,E05011126,Birmingham,E01034947
B31 4QE,E01009170,E05011152,Birmingham,E01009170
B26 1QG,E01009312,E05011166,Birmingham,E01009312
B29 7PY,E01009296,E05011128,Birmingham,E01009296
B8 3BF,E01033649,E05011120,Birmingham,E01033649
B16 0PN,E01009145,E05011157,Birmingham,E01009145
B21 0PG,E01009354,E05011168,Birmingham,E01009354
B21 0ED,E01009351,E05011147,Birmingham,E01009351
B29 6EJ,E01009284,E05011128,Birmingham,E01009284
B27 7DB,E01009020,E05011118,Birmingham,E01009020
B31 5DQ,E01034942,E05011136,Birmingham,E01034942
B9 5LR,E01033649,E05011145,Birmingham,E01033649
B1 1BY,E01033615,E05011151,Birmingham,E01033615
B32 4DS,E01008927,E05011123,Birmingham,E01008927
B6 6EL,E01034920,E05011121,Birmingham,E01034920
B20 1NB,E01032591,E05011143,Birmingham,E01032591
B12 0BA,E01034946,E05011126,Birmingham,E01034946
B74 4UG,E01009418,E05011175,Birmingham,E01009418
B9 5TD,E01009475,E05011145,Birmingham,E01009475
B8 2LY,E01009490,E05011183,Birmingham,E01009490
B20 2JU,E01009278,E05011143,Birmingham,E01009278
B44 8JE,E01009229,E05011159,Birmingham,E01009229
B5 6EB,E01033567,E05011126,Birmingham,E01033567
B32 4DA,E01008925,E05011123,Birmingham,E01008925
B12 9TQ,E01009374,E05011122,Birmingham,E01009374
B10 9ST,E01009329,E05011167,Birmingham,E01009329
B14 5TY,E01008948,E05011146,Birmingham,E01008948
B19 1RU,E01009062,E05011153,Birmingham,E01009062
B5 7SB,E01034937,E05011134,Birmingham,E01034937
B38 8XF,E01009117,E05011148,Birmingham,E01009117
B9 5RG,E01009331,E05011127,Birmingham,E01009331
B31 1NH,E01009497,E05011119,Birmingham,E01009497
B14 6JU,E01008973,E05011133,Birmingham,E01008973
B34 6HA,E01009091,E05011138,Birmingham,E01009091
B44 8RG,E01009229,E05011159,Birmingham,E01009229
B9 5PA,E01009197,E05011145,Birmingham,E01009197
B74 2TQ,E01009425,E05011174,Birmingham,E01009425
B11 1UX,E01009372,E05011170,Birmingham,E01009372
B33 8EA,E01009510,E05011185,Birmingham,E01009510
B30 1LB,E01008951,E05011129,Birmingham,E01008951
B33 8QP,E01009515,E05011185,Birmingham,E01009515
B33 9UX,E01009297,E05011138,Birmingham,E01009297
B11 4QE,E01009397,E05011170,Birmingham,E01009397
B42 2QD,E01009244,E05011159,Birmingham,E01009244
B31 2GG,E01034944,E05011152,Birmingham,E01034944
B18 5DB,E01009360,E05011168,Birmingham,E01009360
B72 1LP,E01009471,E05011181,Birmingham,E01009471
B74 4XS,E01009433,E05011175,Birmingham,E01009433
B17 8LW,E01009138,E05011157,Birmingham,E01009138
B73 5XF,E01009472,E05011179,Birmingham,E01009472
B24 0PE,E01009105,E05011162,Birmingham,E01009105
B16 8JT,E01033618,E05011151,Birmingham,E01033618
B24 0QH,E01009105,E05011162,Birmingham,E01009105
B17 8DJ,E01009065,E05011144,Birmingham,E01009065
B26 3HH,E01009313,E05011166,Birmingham,E01009313
B24 0TL,E01009011,E05011162,Birmingham,E01009011
B36 8TX,,,,
B5 7LT,E01008996,E05011122,Birmingham,E01008996
B18 5TE,E01009359,E05011168,Birmingham,E01009359
B13 9YY,E01009395,E05011171,Birmingham,E01009395
B73 5DJ,E01009473,E05011179,Birmingham,E01009473
B11 3AJ,E01009391,E05011171,Birmingham,E01009391
B19 1QN,E01008905,E05011153,Birmingham,E01008905
B30 1AH,E01008961,E05011129,Birmingham,E01008961
B31 2GH,E01009504,E05011184,Birmingham,E01009504
B76 1TR,E01009437,E05011180,Birmingham,E01009437
B73 5QR,E01009466,E05011179,Birmingham,E01009466
B18 6BU,E01033559,E05011168,Birmingham,E01033559
B33 0EN,E01009301,E05011138,Birmingham,E01009301
B36 8RD,E01009079,E05011131,Birmingham,E01009079
B6 7ED,E01008899,E05011121,Birmingham,E01008899
B20 3LZ,E01034917,E05011125,Birmingham,E01034917
B32 1RY,E01009259,E05011163,Birmingham,E01009259
B33 0BY,E01009301,E05011138,Birmingham,E01009301
B23 5JP,E01009406,E05011161,Birmingham,E01009406
B11 3RX,E01034954,E05011170,Birmingham,E01034954
B38 9QW,E01009110,E05011149,Birmingham,E01009110
B45 0DH,E01009157,E05011136,Birmingham,E01009157
B13 8QA,E01009186,E05011154,Birmingham,E01009186
B11 1XQ,E01009367,E05011170,Birmingham,E01009367
B29 7SZ,E01009293,E05011128,Birmingham,E01009293
B12 9LJ,E01009366,E05011122,Birmingham,E01009366
B8 2JE,E01009486,E05011183,Birmingham,E01009486
B18 4PY,E01009360,E05011168,Birmingham,E01009360
B14 4EG,E01008941,E05011124,Birmingham,E01008941
B42 2SY,E01009239,E05011160,Birmingham,E01009239
B20 3QE,E01009057,E05011125,Birmingham,E01009057
B13 8AE,E01009182,E05011154,Birmingham,E01009182
B44 0BQ,E01009137,E05011150,Birmingham,E01009137
B6 6RD,E01008916,E05011121,Birmingham,E01008916
B8 2XG,E01009484,E05011183,Birmingham,E01009484
B17 9DD,E01009072,E05011144,Birmingham,E01009072
B34 6RH,E01009307,E05011165,Birmingham,E01009307
B44 0NR,E01009129,E05011150,Birmingham,E01009129
B11 4SB,E01033643,E05011171,Birmingham,E01033643
B11 3LT,E01033643,E05011171,Birmingham,E01033643
B33 8RE,E01009508,E05011185,Birmingham,E01009508
B11 4EY,E01009382,E05011171,Birmingham,E01009382
B44 0QL,E01009133,E05011150,Birmingham,E01009133
B35 6PU,E01009096,E05011132,Birmingham,E01009096
B21 8BP,E01009269,E05011147,Birmingham,E01009269
B73 6RN,E01009469,E05011179,Birmingham,E01009469
B31 4BG,E01009210,E05011152,Birmingham,E01009210
B32 2JA,E01009074,E05011144,Birmingham,E01009074
B32 3JH,E01033629,E05011123,Birmingham,E01033629
B23 7HN,E01009125,E05011173,Birmingham,E01009125
B33 9TD,E01009300,E05011138,Birmingham,E01009300
B42 2TY,E01009239,E05011160,Birmingham,E01009239
B13 0TY,E01008933,E05011124,Birmingham,E01008933
B9 5QH,E01009327,E05011127,Birmingham,E01009327
B44 8LQ,E01009230,E05011159,Birmingham,E01009230
B14 6TR,E01008966,E05011130,Birmingham,E01008966
B31 3HD,E01009210,E05011152,Birmingham,E01009210
B9 5QG,E01009343,E05011127,Birmingham,E01009343
B30 1DW,E01008959,E05011129,Birmingham,E01008959
B14 5JD,E01008948,E05011146,Birmingham,E01008948
B29 4PN,E01009493,E05011184,Birmingham,E01009493
B30 2HP,E01008955,E05011129,Birmingham,E01008955
B30 1NE,E01008956,E05011129,Birmingham,E01008956
B73 5HL,E01009460,E05011179,Birmingham,E01009460
B24 0AT,E01009003,E05011135,Birmingham,E01009003
B26 3YP,E01009314,E05011166,Birmingham,E01009314
B1 3EU,E01033565,E05011168,Birmingham,E01033565
B15 2EF,E01033624,E05011151,Birmingham,E01033624
B42 2BG,E01009247,E05011160,Birmingham,E01009247
B25 8XJ,E01009518,E05011185,Birmingham,E01009518
B31 2PB,E01009209,E05011158,Birmingham,E01009209
B28 0RB,E01009042,E05011141,Birmingham,E01009042
B15 2BH,E01033626,E05011151,Birmingham,E01033626
B11 3NG,E01009026,E05011140,Birmingham,E01009026
B33 8AG,E01009509,E05011186,Birmingham,E01009509
B36 8AP,E01009087,E05011131,Birmingham,E01009087
B1 1PR,E01033557,E05011151,Birmingham,E01033557
B5 6ER,E01034947,E05011126,Birmingham,E01034947
B6 7BT,E01008915,E05011121,Birmingham,E01008915
B3 1QZ,E01033623,E05011168,Birmingham,E01033623
B76 1LL,E01009439,E05011180,Birmingham,E01009439
B11 2QA,E01009339,E05011170,Birmingham,E01009339
B73 6AD,E01009449,E05011178,Birmingham,E01009449
B26 3RD,E01009318,E05011166,Birmingham,E01009318
B18 5ED,E01009360,E05011168,Birmingham,E01009360
B17 9RR,E01009072,E05011144,Birmingham,E01009072
B44 9TD,E01009131,E05011150,Birmingham,E01009131
B32 4JR,E01008928,E05011123,Birmingham,E01008928
B33 0EU,E01009297,E05011138,Birmingham,E01009297
B75 7SQ,E01009452,E05011176,Birmingham,E01009452
B11 1NS,E01009371,E05011170,Birmingham,E01009371
B21 0RH,E01034922,E05011168,Birmingham,E01034922
B21 0EF,E01009351,E05011147,Birmingham,E01009351
B24 8EP,E01008998,E05011139,Birmingham,E01008998
B27 6JR,E01008892,E05011118,Birmingham,E01008892
B27 6HA,E01008892,E05011118,Birmingham,E01008892
B15 1EF,E01009146,E05011151,Birmingham,E01009146
B44 0HR,E01009122,E05011150,Birmingham,E01009122
B29 5SR,E01009064,E05011184,Birmingham,E01009064
B28 0TR,E01009042,E05011141,Birmingham,E01009042
B8 2TQ,E01009487,E05011183,Birmingham,E01009487
B8 2QP,E01009480,E05011183,Birmingham,E01009480
B16 9HX,E01008988,E05011157,Birmingham,E01008988
B8 2BB,E01009486,E05011183,Birmingham,E01009486
B30 3NE,E01008974,E05011133,Birmingham,E01008974
B42 1NH,E01009237,E05011160,Birmingham,E01009237
B38 8PW,E01009111,E05011148,Birmingham,E01009111
B21 0EZ,E01009351,E05011147,Birmingham,E01009351
B25 8PB,E01008882,E05011182,Birmingham,E01008882
B44 9DE,E01009224,E05011159,Birmingham,E01009224
B36 8PH,E01009081,E05011131,Birmingham,E01009081
B8 3DE,E01009195,E05011120,Birmingham,E01009195
B11 4LS,E01009382,E05011171,Birmingham,E01009382
B13 0LZ,E01008938,E05011124,Birmingham,E01008938
B20 1DN,E01009264,E05011143,Birmingham,E01009264
B23 6GE,E01033630,E05011173,Birmingham,E01033630
B42 2RD,E01009223,E05011159,Birmingham,E01009223
B29 5QP,E01009502,E05011184,Birmingham,E01009502
B18 4PT,E01009361,E05011168,Birmingham,E01009361
B33 0RU,E01009321,E05011137,Birmingham,E01009321
B29 6EE,E01009289,E05011128,Birmingham,E01009289
B72 1RR,E01009449,E05011178,Birmingham,E01009449
B27 7SY,E01009016,E05011182,Birmingham,E01009016
B15 3RE,E01034937,E05011134,Birmingham,E01034937
B8 1NQ,E01009192,E05011120,Birmingham,E01009192
B34 6PX,E01009305,E05011165,Birmingham,E01009305
B27 6SR,E01008895,E05011118,Birmingham,E01008895
B32 1LH,E01009249,E05011163,Birmingham,E01009249
B16 8DT,E01009143,E05011151,Birmingham,E01009143
B20 3LN,E01034917,E05011125,Birmingham,E01034917
B16 8HG,E01034949,E05011151,Birmingham,E01034949
B14 4HA,E01008941,E05011124,Birmingham,E01008941
B19 3LZ,E01033623,E05011168,Birmingham,E01033623
B17 0PS,E01033562,E05011144,Birmingham,E01033562
B9 5AA,E01009344,E05011127,Birmingham,E01009344
B23 7EB,E01009126,E05011173,Birmingham,E01009126
B29 6TX,E01009280,E05011129,Birmingham,E01009280
B23 5YH,E01009136,E05011161,Birmingham,E01009136
B20 2BX,E01009352,E05011142,Birmingham,E01009352
B23 7QS,E01009413,E05011173,Birmingham,E01009413
B18 5JY,E01009359,E05011168,Birmingham,E01009359
B7 5QH,E01009202,E05011155,Birmingham,E01009202
B16 9SQ,E01008988,E05011157,Birmingham,E01008988
B27 7BT,E01009021,E05011118,Birmingham,E01009021
B32 2QY,E01009258,E05011163,Birmingham,E01009258
B38 0HH,E01009120,E05011149,Birmingham,E01009120
B8 1RZ,E01009489,E05011120,Birmingham,E01009489
B44 9TP,E01009227,E05011159,Birmingham,E01009227
B21 0SQ,E01034921,E05011168,Birmingham,E01034921
B29 6DP,E01009289,E05011128,Birmingham,E01009289
B19 2BA,E01008906,E05011153,Birmingham,E01008906
B19 1EP,E01008907,E05011153,Birmingham,E01008907
B20 2RH,E01009056,E05011125,Birmingham,E01009056
B20 3PP,E01009059,E05011125,Birmingham,E01009059
B23 6AN,E01033646,E05011173,Birmingham,E01033646
B74 4UF,E01009418,E05011175,Birmingham,E01009418
B5 6AQ,E01033615,E05011126,Birmingham,E01033615
B33 8JS,E01009511,E05011137,Birmingham,E01009511
B74 4YB,E01009433,E05011175,Birmingham,E01009433
B27 6LH,E01008893,E05011118,Birmingham,E01008893
B9 5PP,E01009331,E05011127,Birmingham,E01009331
B3 1UD,E01033623,E05011168,Birmingham,E01033623
B31 2XP,E01008958,E05011129,Birmingham,E01008958
B34 6RJ,E01009307,E05011165,Birmingham,E01009307
B23 7TE,E01009125,E05011173,Birmingham,E01009125
B31 1JY,E01009496,E05011119,Birmingham,E01009496
B5 7LZ,E01008995,E05011122,Birmingham,E01008995
B17 0BL,E01009071,E05011144,Birmingham,E01009071
B16 0EU,E01009153,E05011157,Birmingham,E01009153
B9 5XF,E01009343,E05011127,Birmingham,E01009343
B31 2DN,E01009218,E05011158,Birmingham,E01009218
B4 6NA,E01033617,E05011156,Birmingham,E01033617
B8 1HN,E01034934,E05011120,Birmingham,E01034934
B16 8ER,E01009141,E05011151,Birmingham,E01009141
B8 2HS,E01009481,E05011183,Birmingham,E01009481
B34 7JB,E01009304,E05011165,Birmingham,E01009304
B42 2JX,E01009225,E05011159,Birmingham,E01009225
B9 5EA,E01009344,E05011127,Birmingham,E01009344
B32 1DP,E01009253,E05011163,Birmingham,E01009253
B13 9PU,E01009185,E05011154,Birmingham,E01009185
B14 6NB,E01008973,E05011130,Birmingham,E01008973
B14 5UW,E01008980,E05011133,Birmingham,E01008980
B12 0EN,E01009364,E05011126,Birmingham,E01009364
B11 4DR,E01009393,E05011171,Birmingham,E01009393
B15 2AS,E01033624,E05011151,Birmingham,E01033624
B23 7YU,E01009411,E05011173,Birmingham,E01009411
B11 3AY,E01034955,E05011140,Birmingham,E01034955
B27 7JY,E01009025,E05011118,Birmingham,E01009025
B29 5BH,E01009505,E05011184,Birmingham,E01009505
B23 6HH,E01009408,E05011173,Birmingham,E01009408
B30 2AA,E01009281,E05011129,Birmingham,E01009281
B38 9RY,E01009115,E05011149,Birmingham,E01009115
B31 3BA,E01009117,E05011148,Birmingham,E01009117
B73 6UP,E01009467,E05011179,Birmingham,E01009467
B7 5BE,E01034928,E05011155,Birmingham,E01034928
B8 3NX,E01009492,E05011120,Birmingham,E01009492
B72 1ES,E01009457,E05011181,Birmingham,E01009457
B11 4HS,E01009392,E05011171,Birmingham,E01009392
B73 5AX,E01009473,E05011179,Birmingham,E01009473
B27 6ET,E01008892,E05011118,Birmingham,E01008892
B20 3BD,E01009058,E05011121,Birmingham,E01009058
B17 9AP,E01009260,E05011163,Birmingham,E01009260
B44 8RJ,E01009230,E05011159,Birmingham,E01009230
B38 8NB,E01009112,E05011148,Birmingham,E01009112
B44 0HU,E01009122,E05011150,Birmingham,E01009122
B28 9EL,E01009035,E05011140,Birmingham,E01009035
B33 9EW,E01009094,E05011138,Birmingham,E01009094
B28 9BH,E01009031,E05011140,Birmingham,E01009031
B30 1UU,E01008950,E05011129,Birmingham,E01008950
B12 0YE,E01009362,E05011126,Birmingham,E01009362
B5 7EX,E01033640,E05011126,Birmingham,E01033640
B1 2LJ,E01033557,E05011151,Birmingham,E01033557
B29 5EP,E01009503,E05011184,Birmingham,E01009503
B9 5FF,E01009197,E05011145,Birmingham,E01009197
B3 1TE,E01033623,E05011168,Birmingham,E01033623
B28 0AR,E01009031,E05011140,Birmingham,E01009031
B18 5NQ,E01009358,E05011168,Birmingham,E01009358
B19 1RT,E01009062,E05011153,Birmingham,E01009062
B20 2HN,E01009265,E05011143,Birmingham,E01009265
B24 8AE,E01009013,E05011135,Birmingham,E01009013
B18 5NS,E01009358,E05011168,Birmingham,E01009358
B1 3DQ,E01034950,E05011168,Birmingham,E01034950
B18 4QH,E01009360,E05011168,Birmingham,E01009360
B11 3LU,E01033643,E05011171,Birmingham,E01033643
B31 4EJ,E01009213,E05011152,Birmingham,E01009213
B25 8NZ,E01008882,E05011182,Birmingham,E01008882
B12 8HN,E01009399,E05011170,Birmingham,E01009399
B31 4JX,E01009168,E05011152,Birmingham,E01009168
B31 2SP,E01009208,E05011158,Birmingham,E01009208
B18 5QS,E01009348,E05011168,Birmingham,E01009348
B31 4QZ,E01009168,E05011152,Birmingham,E01009168
B24 9EQ,E01009007,E05011135,Birmingham,E01009007
B16 8GX,E01034948,E05011151,Birmingham,E01034948
B19 1TL,E01008906,E05011153,Birmingham,E01008906
B30 1PJ,E01008956,E05011129,Birmingham,E01008956
B20 2BF,E01009050,E05011143,Birmingham,E01009050
B33 9JP,E01009092,E05011138,Birmingham,E01009092
B72 1NU,E01009453,E05011178,Birmingham,E01009453
B2 4PE,E01033620,E05011151,Birmingham,E01033620
B24 9LE,E01009011,E05011135,Birmingham,E01009011
B30 1US,E01008950,E05011129,Birmingham,E01008950
B42 2JT,E01009225,E05011159,Birmingham,E01009225
B13 8AT,E01009384,E05011154,Birmingham,E01009384
B18 4HW,E01009152,E05011157,Birmingham,E01009152
B3 1RZ,E01033623,E05011168,Birmingham,E01033623
B74 2AQ,E01009464,E05011179,Birmingham,E01009464
B6 7DL,E01008915,E05011121,Birmingham,E01008915
B32 3TQ,E01008918,E05011123,Birmingham,E01008918
B7 4JU,E01009204,E05011155,Birmingham,E01009204
B76 2BF,E01009434,E05011180,Birmingham,E01009434
B29 7AG,E01034940,E05011128,Birmingham,E01034940
B18 4NE,E01009361,E05011168,Birmingham,E01009361
B28 9EY,E01032589,E05011140,Birmingham,E01032589
B15 3RL,E01008990,E05011134,Birmingham,E01008990
B31 2DT,E01008962,E05011129,Birmingham,E01008962
B42 1PX,E01009241,E05011160,Birmingham,E01009241
B33 8LH,E01009512,E05011137,Birmingham,E01009512
B21 9AG,E01009270,E05011142,Birmingham,E01009270
B32 3RR,E01008918,E05011123,Birmingham,E01008918
B29 5AQ,E01009294,E05011184,Birmingham,E01009294
B44 9NY,E01009220,E05011159,Birmingham,E01009220
B33 0AD,E01009299,E05011138,Birmingham,E01009299
B38 8TL,E01009116,E05011148,Birmingham,E01009116
B44 8AX,E01009232,E05011150,Birmingham,E01009232
B30 1QQ,E01008950,E05011129,Birmingham,E01008950
B21 0JJ,E01009354,E05011147,Birmingham,E01009354
B19 2SG,E01008913,E05011156,Birmingham,E01008913
B14 5QF,E01008979,E05011133,Birmingham,E01008979
B32 3SJ,E01008918,E05011123,Birmingham,E01008918
B33 0DT,E01009303,E05011138,Birmingham,E01009303
B13 8LR,E01009183,E05011154,Birmingham,E01009183
B13 9RD,E01009189,E05011154,Birmingham,E01009189
B32 2NT,E01009074,E05011144,Birmingham,E01009074
B19 2AX,E01008906,E05011153,Birmingham,E01008906
B34 6TU,E01009306,E05011165,Birmingham,E01009306
B24 9HH,E01009012,E05011135,Birmingham,E01009012
B31 3DZ,E01009214,E05011152,Birmingham,E01009214
B10 9DE,E01009335,E05011167,Birmingham,E01009335
B24 0HS,E01009005,E05011135,Birmingham,E01009005
B42 1RR,E01009241,E05011160,Birmingham,E01009241
B76 2SD,E01009434,E05011180,Birmingham,E01009434
B19 2TA,E01034925,E05011153,Birmingham,E01034925
B5 5JE,E01033617,E05011155,Birmingham,E01033617
B18 7AU,E01009141,E05011151,Birmingham,E01009141
B12 0TU,E01009364,E05011126,Birmingham,E01009364
B38 9EL,E01009115,E05011148,Birmingham,E01009115
B21 0NA,E01009275,E05011147,Birmingham,E01009275
B26 3RL,E01009318,E05011166,Birmingham,E01009318
B74 2PZ,E01009430,E05011178,Birmingham,E01009430
B73 6BH,E01009430,E05011178,Birmingham,E01009430
B72 1LR,E01009471,E05011181,Birmingham,E01009471
B5 7EW,E01033640,E05011126,Birmingham,E01033640
B72 1TR,,,,
B5 6FG,E01033615,E05011126,Birmingham,E01033615
B16 0LS,E01009140,E05011157,Birmingham,E01009140
B20 3AX,E01009054,E05011121,Birmingham,E01009054
B21 8JU,E01009268,E05011143,Birmingham,E01009268
B73 5PZ,E01009471,E05011181,Birmingham,E01009471
B23 7XL,E01009123,E05011173,Birmingham,E01009123
B5 6EH,E01034947,E05011126,Birmingham,E01034947
B30 1DB,E01008956,E05011129,Birmingham,E01008956
B6 6BX,E01034923,E05011121,Birmingham,E01034923
B12 8LZ,E01009375,E05011170,Birmingham,E01009375
B29 5SJ,E01009064,E05011184,Birmingham,E01009064
B16 0RU,E01009140,E05011157,Birmingham,E01009140
B23 6TY,E01009007,E05011135,Birmingham,E01009007
B8 2TY,E01009487,E05011183,Birmingham,E01009487
B26 2NL,E01009324,E05011166,Birmingham,E01009324
B34 6NS,E01009305,E05011131,Birmingham,E01009305
B19 2HT,E01008906,E05011156,Birmingham,E01008906
B27 7LN,E01009024,E05011118,Birmingham,E01009024
B1 1UH,E01033616,E05011151,Birmingham,E01033616
B34 7PA,E01009306,E05011165,Birmingham,E01009306
B17 9RJ,E01009072,E05011144,Birmingham,E01009072
B31 5BE,E01009209,E05011158,Birmingham,E01009209
B35 7LW,E01009097,E05011132,Birmingham,E01009097
B32 3TL,E01008918,E05011123,Birmingham,E01008918
B5 7DJ,E01033640,E05011126,Birmingham,E01033640
B13 8EJ,E01009385,E05011154,Birmingham,E01009385
B8 1PH,E01009479,E05011120,Birmingham,E01009479
B1 3EX,E01034951,E05011168,Birmingham,E01034951
B12 9BD,E01009374,E05011122,Birmingham,E01009374
B25 8FG,E01008887,E05011169,Birmingham,E01008887
B35 7PG,E01009106,E05011132,Birmingham,E01009106
B13 0DJ,E01008933,E05011124,Birmingham,E01008933
B30 3QE,E01008973,E05011133,Birmingham,E01008973
B32 3RS,E01008919,E05011123,Birmingham,E01008919
B32 1DX,E01009253,E05011163,Birmingham,E01009253
B75 7RG,E01009445,E05011176,Birmingham,E01009445
B38 9LX,E01009120,E05011149,Birmingham,E01009120
B34 6EY,E01009091,E05011138,Birmingham,E01009091
B13 0ED,E01008937,E05011124,Birmingham,E01008937
B18 7DX,E01009345,E05011168,Birmingham,E01009345
B42 2EJ,E01009246,E05011160,Birmingham,E01009246
B45 8TL,E01009165,E05011164,Birmingham,E01009165
B33 9LN,E01009093,E05011138,Birmingham,E01009093
B25 8SL,E01008896,E05011186,Birmingham,E01008896
B20 3JU,E01034918,E05011125,Birmingham,E01034918
B44 0PA,E01009135,E05011150,Birmingham,E01009135
B36 8BX,E01009083,E05011131,Birmingham,E01009083
B10 0SX,E01009380,E05011127,Birmingham,E01009380
B42 2TA,E01009239,E05011160,Birmingham,E01009239
B44 9TY,E01009226,E05011159,Birmingham,E01009226
B75 7RX,E01009432,E05011176,Birmingham,E01009432
B14 4HP,E01008937,E05011124,Birmingham,E01008937
B8 2BD,E01009486,E05011183,Birmingham,E01009486
B44 9SD,E01009226,E05011159,Birmingham,E01009226
B32 3NB,E01033629,E05011123,Birmingham,E01033629
B3 3DR,E01033625,E05011151,Birmingham,E01033625
B9 5DF,E01009332,E05011127,Birmingham,E01009332
B31 2FT,E01009493,E05011184,Birmingham,E01009493
B31 4ER,E01009215,E05011152,Birmingham,E01009215
B10 0AL,E01009379,E05011127,Birmingham,E01009379
B35 7LH,E01009097,E05011132,Birmingham,E01009097
B34 6TJ,E01009309,E05011165,Birmingham,E01009309
B10 9PE,E01009327,E05011167,Birmingham,E01009327
B35 6HT,E01009106,E05011132,Birmingham,E01009106
B27 7EU,E01009021,E05011118,Birmingham,E01009021
B16 0LA,E01009151,E05011157,Birmingham,E01009151
B28 0TX,E01009042,E05011141,Birmingham,E01009042
B1 2PS,E01033627,E05011151,Birmingham,E01033627
B9 5TY,E01009475,E05011145,Birmingham,E01009475
B34 7SQ,E01009297,E05011165,Birmingham,E01009297
B26 3JB,E01009315,E05011166,Birmingham,E01009315
B15 2SU,E01033562,E05011134,Birmingham,E01033562
